Proventos;Código ISIN;Deliberado em;Negócios com até;% / Fator de Grupamento;Ativo Emitido;Observações;cvmCode
DESDOBRAMENTO;BRLCAMACNOR3;17/10/2019;17/10/2019;200.0;BRLCAMACNOR3;;22691
DESDOBRAMENTO;BRCPLEACNOR8;11/03/2021;11/03/2021;900.0;BRCPLEACNOR8;;14311
DESDOBRAMENTO;BRCPLEACNPA1;11/03/2021;11/03/2021;900.0;BRCPLEACNPA1;;14311
DESDOBRAMENTO;BRCPLEACNPB9;11/03/2021;11/03/2021;900.0;BRCPLEACNPB9;;14311
GRUPAMENTO;BRCPLEACNOR8;02/07/2007;03/08/2007;0.001;BRCPLEACNOR8;;14311
GRUPAMENTO;BRCPLEACNPA1;02/07/2007;03/08/2007;0.001;BRCPLEACNPA1;;14311
GRUPAMENTO;BRCPLEACNPB9;02/07/2007;03/08/2007;0.001;BRCPLEACNPB9;;14311
INCORPORACAO;BRPALFACNOR9;23/11/2005;04/01/2006;0.984244951;BRCPFEACNOR0;;3824
INCORPORACAO;BRPALFACNPA2;23/11/2005;04/01/2006;0.984244951;BRCPFEACNOR0;;3824
INCORPORACAO;BRPALFACNPB0;23/11/2005;04/01/2006;0.984244951;BRCPFEACNOR0;;3824
INCORPORACAO;BRPALFACNPC8;23/11/2005;04/01/2006;0.984244951;BRCPFEACNOR0;;3824
GRUPAMENTO;BRPALFARNPC6;18/10/2002;18/10/2002;0.88889;BRPALFARNPC6;;3824
CIS RED CAP;BRPALFACNOR9;29/09/2000;13/07/2001;100.0;BRCPFGACNOR5;;3824
CIS RED CAP;BRPALFACNOR9;29/09/2000;13/07/2001;100.0;BRPALFACNOR9;;3824
CIS RED CAP;BRPALFACNPA2;29/09/2000;13/07/2001;100.0;BRCPFGACNPR2;;3824
CIS RED CAP;BRPALFACNPA2;29/09/2000;13/07/2001;100.0;BRPALFACNPA2;;3824
CIS RED CAP;BRPALFACNPB0;29/09/2000;13/07/2001;100.0;BRCPFGACNPR2;;3824
CIS RED CAP;BRPALFACNPB0;29/09/2000;13/07/2001;100.0;BRPALFACNPB0;;3824
CIS RED CAP;BRPALFARNPC6;29/09/2000;13/07/2001;100.0;BRCPFGACNPR2;;3824
CIS RED CAP;BRPALFARNPC6;29/09/2000;13/07/2001;100.0;BRPALFARNPC6;;3824
BONIFICACAO;BRPALFACNOR9;07/06/2000;07/06/2000;71.9401828;BRPALFACNPC8;;3824
BONIFICACAO;BRPALFACNPA2;07/06/2000;07/06/2000;71.9401828;BRPALFACNPC8;;3824
BONIFICACAO;BRPALFACNPB0;07/06/2000;07/06/2000;71.9401828;BRPALFACNPC8;;3824
INCORPORACAO;BRCPFPACNOR6;23/11/2005;04/01/2006;16.518764745;BRPALFACNOR9;;19275
INCORPORACAO;BRCPFPACNPR3;23/11/2005;04/01/2006;16.518764745;BRPALFACNPA2;;19275
DESDOBRAMENTO;BRSBSPACNOR5;22/04/2013;22/04/2013;200.0;BRSBSPACNOR5;;14443
GRUPAMENTO;BRSBSPACNOR5;30/04/2007;01/06/2007;0.008;BRSBSPACNOR5;;14443
DESDOBRAMENTO;BRCSMGACNOR5;19/11/2020;25/11/2020;200.0;BRCSMGACNOR5;;19445
DESDOBRAMENTO;BRSAPRACNOR9;27/03/2020;27/03/2020;200.0;BRSAPRACNOR9;;18627
DESDOBRAMENTO;BRSAPRACNPR6;27/03/2020;27/03/2020;200.0;BRSAPRACNPR6;;18627
DESDOBRAMENTO;BRSAPRCDAM13;27/03/2020;27/03/2020;200.0;BRSAPRCDAM13;;18627
BONIFICACAO;BRSAPRACNOR9;22/03/2002;22/03/2002;25.0;BRSAPRACNPR6;;18627
BONIFICACAO;BRSAPRACNPR6;22/03/2002;22/03/2002;25.0;BRSAPRACNPR6;;18627
CIS RED CAP;BRCSABACNOR1;30/12/1999;15/09/2000;67.321328;BRPEABACNOR3;;3115
CIS RED CAP;BRCSABACNOR1;30/12/1999;15/09/2000;100.0;BRCSABACNOR1;;3115
CIS RED CAP;BRCSABACNPR8;30/12/1999;15/09/2000;67.321328;BRPEABACNPR0;;3115
CIS RED CAP;BRCSABACNPR8;30/12/1999;15/09/2000;100.0;BRCSABACNPR8;;3115
BONIFICACAO;BRCSABACNOR1;25/03/1986;25/03/1986;700.0;BRCSABACNOR1;;3115
BONIFICACAO;BRCSABACNPR8;25/03/1986;25/03/1986;700.0;BRCSABACNPR8;;3115
DESDOBRAMENTO;BRCSNAACNOR6;25/03/2010;25/03/2010;100.0;BRCSNAACNOR6;;4030
GRUPAMENTO;BRCSNAACNOR6;28/05/2004;28/05/2004;0.004;BRCSNAACNOR6;;4030
BONIFICACAO;BRCSNAACNPB7;25/09/1987;14/03/1988;900.0;BRCSNAACNPB7;;4030
BONIFICACAO;BRCSNAACPPB2;25/09/1987;14/03/1988;900.0;BRCSNAACPPB2;;4030
GRUPAMENTO;BRCTNMACNOR9;04/09/2015;04/09/2015;0.25;BRCTNMACNOR9;;3158
GRUPAMENTO;BRCTNMACNPR6;04/09/2015;04/09/2015;0.25;BRCTNMACNPR6;;3158
BONIFICACAO;BRCTNMACNOR9;27/09/2002;27/09/2002;15.0;BRCTNMACNPR6;;3158
BONIFICACAO;BRCTNMACNPR6;27/09/2002;27/09/2002;15.0;BRCTNMACNPR6;;3158
CIS RED CAP;BRCTNMACNOR9;30/05/1997;02/06/1997;100.0;BRECPRACNOR5;;3158
CIS RED CAP;BRCTNMACNOR9;30/05/1997;02/06/1997;100.0;BRCTNMACNOR9;;3158
CIS RED CAP;BRCTNMACNPR6;30/05/1997;02/06/1997;100.0;BRECPRACNPR2;;3158
CIS RED CAP;BRCTNMACNPR6;30/05/1997;02/06/1997;100.0;BRCTNMACNPR6;;3158
BONIFICACAO;BRCTSAACNOR3;25/06/2020;01/07/2020;183.2101627;BRCTSAACNPR0;;4081
BONIFICACAO;BRCTSAACNPD0;25/06/2020;01/07/2020;183.2101627;BRCTSAACNPR0;;4081
BONIFICACAO;BRCTSAACNPR0;25/06/2020;01/07/2020;183.2101627;BRCTSAACNPR0;;4081
GRUPAMENTO;BRCTSAACNOR3;31/03/1995;31/03/1995;0.001;BRCTSAACNOR3;;4081
GRUPAMENTO;BRCTSAACNPR0;31/03/1995;31/03/1995;0.001;BRCTSAACNPR0;;4081
CIS RED CAP;BRBRGEACNOR6;08/09/1998;26/11/1998;100.0;BRRCPRACNOR7;;4707
CIS RED CAP;BRBRGEACNOR6;08/09/1998;26/11/1998;100.0;BRBRGEACNOR6;;4707
CIS RED CAP;BRBRGEACNPA9;08/09/1998;26/11/1998;100.0;BRRCPRACNPA0;;4707
CIS RED CAP;BRBRGEACNPA9;08/09/1998;26/11/1998;100.0;BRBRGEACNPA9;;4707
CIS RED CAP;BRBRGEACNPB7;08/09/1998;26/11/1998;100.0;BRRCPRACNPB8;;4707
CIS RED CAP;BRBRGEACNPB7;08/09/1998;26/11/1998;100.0;BRBRGEACNPB7;;4707
CIS RED CAP;BRBRGEACNPC5;08/09/1998;26/11/1998;100.0;BRRCPRACNPC6;;4707
CIS RED CAP;BRBRGEACNPC5;08/09/1998;26/11/1998;100.0;BRBRGEACNPC5;;4707
CIS RED CAP;BRBRGEACNPD3;08/09/1998;26/11/1998;100.0;BRRCPRACNPD4;;4707
CIS RED CAP;BRBRGEACNPD3;08/09/1998;26/11/1998;100.0;BRBRGEACNPD3;;4707
CIS RED CAP;BRBRGEACNPE1;08/09/1998;26/11/1998;100.0;BRRCPRACNPE2;;4707
CIS RED CAP;BRBRGEACNPE1;08/09/1998;26/11/1998;100.0;BRBRGEACNPE1;;4707
CIS RED CAP;BRBRGEACNPF8;08/09/1998;26/11/1998;100.0;BRRCPRACNPF9;;4707
CIS RED CAP;BRBRGEACNPF8;08/09/1998;26/11/1998;100.0;BRBRGEACNPF8;;4707
BONIFICACAO;BRBRGEACNOR6;21/08/1989;21/08/1989;500.0;BRBRGEACNOR6;;4707
BONIFICACAO;BRBRGEACNPA9;21/08/1989;21/08/1989;500.0;BRBRGEACNPA9;;4707
BONIFICACAO;BRBRGEACNPB7;21/08/1989;21/08/1989;500.0;BRBRGEACNPB7;;4707
BONIFICACAO;BRBRGEACNPC5;21/08/1989;21/08/1989;500.0;BRBRGEACNPC5;;4707
BONIFICACAO;BRBRGEACNPD3;21/08/1989;21/08/1989;500.0;BRBRGEACNPD3;;4707
BONIFICACAO;BRBRGEACNPE1;21/08/1989;21/08/1989;500.0;BRBRGEACNPE1;;4707
BONIFICACAO;BRBRGEACNPF8;21/08/1989;21/08/1989;500.0;BRBRGEACNPF8;;4707
DESDOBRAMENTO;BRCALIACNOR1;28/04/2022;03/06/2022;400.0;BRCALIACNOR1;;4723
GRUPAMENTO;BRCALIACNOR1;30/04/2005;03/06/2005;0.001;BRCALIACNOR1;;4723
GRUPAMENTO;BRCALIACNPR8;30/04/2005;03/06/2005;0.001;BRCALIACNPR8;;4723
BONIFICACAO;BRCALIACPOR6;12/05/1986;06/06/1986;900.0;BRCALIACPOR6;;4723
BONIFICACAO;BRCALIACPPR3;12/05/1986;06/06/1986;900.0;BRCALIACPPR3;;4723
BONIFICACAO;BRCALIACNOR1;12/05/1986;14/05/1986;900.0;BRCALIACNOR1;;4723
BONIFICACAO;BRCALIACNPR8;12/05/1986;14/05/1986;900.0;BRCALIACNPR8;;4723
DESDOBRAMENTO;BRTENDACNOR4;25/03/2019;25/03/2019;100.0;BRTENDACNOR4;;21148
INCORPORACAO;BRTENDACNOR4;30/12/2009;08/02/2010;20.5;BRGFSAACNOR3;;21148
GRUPAMENTO;BRCORRACNOR0;29/04/2005;02/06/2005;5e-05;BRCORRACNOR0;;4863
GRUPAMENTO;BRCORRACNPR7;29/04/2005;02/06/2005;5e-05;BRCORRACNPR7;;4863
BONIFICACAO;BRCORRACPPR2;01/06/1988;14/06/1988;4900.0;BRCORRACPPR2;;4863
DESDOBRAMENTO;BRCSANACNOR6;30/04/2021;05/05/2021;300.0;BRCSANACNOR6;;19836
CIS RED CAP;BRCSANACNOR6;01/10/2014;03/10/2014;100.0;BRRLOGACNOR4;;19836
CIS RED CAP;BRCSANACNOR6;01/10/2014;03/10/2014;100.0;BRCSANACNOR6;;19836
BONIFICACAO;BRCSANR01OR1;19/09/2008;22/10/2008;100.0;BRCSANN01OR0;;19836
INCORPORACAO;BRCPFGACNOR5;20/06/2005;29/07/2005;0.0616522812;BRCPFEACNOR0;;18953
INCORPORACAO;BRCPFGACNPR2;20/06/2005;29/07/2005;0.0616522812;BRCPFEACNOR0;;18953
GRUPAMENTO;BRCRDEACNOR1;09/11/2018;07/12/2018;0.05;BRCRDEACNOR1;;20630
DESDOBRAMENTO;BRCTCAACNOR7;04/01/2021;04/01/2021;39900.0;BRCTCAACNOR7;;23981
DESDOBRAMENTO;BRTRPLACNOR4;04/04/2019;04/04/2019;300.0;BRTRPLACNOR4;;18376
DESDOBRAMENTO;BRTRPLACNPR1;04/04/2019;04/04/2019;300.0;BRTRPLACNPR1;;18376
RESG TOTAL RV;BRTRPLR04OR3;12/11/2012;14/11/2012;100.0;;;18376
RESG TOTAL RV;BRTRPLR04PR0;12/11/2012;14/11/2012;100.0;;;18376
GRUPAMENTO;BRTRPLACNOR4;12/07/2007;13/08/2007;0.001;BRTRPLACNOR4;;18376
GRUPAMENTO;BRTRPLACNPR1;12/07/2007;13/08/2007;0.001;BRTRPLACNPR1;;18376
CIS RED CAP;BRCYREACNOR7;11/04/2007;08/08/2007;100.0;BRCCPRACNOR9;;14460
CIS RED CAP;BRCYREACNOR7;11/04/2007;08/08/2007;100.0;BRCYREACNOR7;;14460
DESDOBRAMENTO;BRCYREACNOR7;06/11/2006;07/12/2006;100.0;BRCYREACNOR7;;14460
DESDOBRAMENTO;BRDEXPACNOR1;11/08/2021;11/08/2021;200.0;BRDEXPACNOR1;;16632
DESDOBRAMENTO;BRDEXPACNPR8;11/08/2021;11/08/2021;200.0;BRDEXPACNPR8;;16632
RESG TOTAL RV;BRDASAR01OR6;03/03/2017;03/03/2017;100.0;;;19623
DESDOBRAMENTO;BRDASAACNOR1;01/02/2010;01/02/2010;300.0;BRDASAACNOR1;;19623
DESDOBRAMENTO;BRPNVLACNOR9;20/03/2020;20/03/2020;2900.0;BRPNVLACNOR9;;9342
DESDOBRAMENTO;BRPNVLACNPR6;20/03/2020;20/03/2020;2900.0;BRPNVLACNPR6;;9342
BONIFICACAO;BRPNVLACNOR9;02/04/1996;02/04/1996;28.571428571;BRPNVLACNOR9;;9342
BONIFICACAO;BRPNVLACNPR6;02/04/1996;02/04/1996;28.571428571;BRPNVLACNPR6;;9342
GRUPAMENTO;BRPNVLACNOR9;22/03/1995;22/03/1995;0.001;BRPNVLACNOR9;;9342
GRUPAMENTO;BRPNVLACNPR6;22/03/1995;22/03/1995;0.001;BRPNVLACNPR6;;9342
GRUPAMENTO;BRDMMOACNOR0;30/04/2019;31/05/2019;0.1;BRDMMOACNOR0;;23493
BONIFICACAO;BREALTACNOR4;26/04/2018;02/05/2018;900.0;BREALTACNOR4;;5380
BONIFICACAO;BREALTACNPR1;26/04/2018;02/05/2018;900.0;BREALTACNPR1;;5380
GRUPAMENTO;BREALTACNOR4;31/12/9999;20/12/1991;0.001;BREALTACNOR4;;5380
GRUPAMENTO;BREALTACNPR1;31/12/9999;20/12/1991;0.001;BREALTACNPR1;;5380
GRUPAMENTO;BREALTACPOR9;31/12/9999;20/12/1991;0.001;BREALTACNOR4;;5380
GRUPAMENTO;BREALTACPPR6;31/12/9999;20/12/1991;0.001;BREALTACNPR1;;5380
GRUPAMENTO;BREKTRACNOR0;31/03/2008;02/05/2008;0.0005;BREKTRACNOR0;;17485
GRUPAMENTO;BREKTRACNPR7;31/03/2008;02/05/2008;0.0005;BREKTRACNPR7;;17485
CIS RED CAP;BREKTRACNOR0;31/10/2005;15/12/2005;0.1121524837;BREKTGACNOR3;;17485
CIS RED CAP;BREKTRACNOR0;31/10/2005;15/12/2005;100.0;BREKTRACNOR0;;17485
CIS RED CAP;BREKTRACNPR7;31/10/2005;15/12/2005;0.10664971633;BREKTGACNPR0;;17485
CIS RED CAP;BREKTRACNPR7;31/10/2005;15/12/2005;0.00550276702;BREKTGACNOR3;;17485
CIS RED CAP;BREKTRACNPR7;31/10/2005;15/12/2005;100.0;BREKTRACNPR7;;17485
DESDOBRAMENTO;BREKTRACNOR0;22/12/2000;03/01/2001;103.7623602627;BREKTRACNOR0;;17485
DESDOBRAMENTO;BREKTRACNPR7;22/12/2000;03/01/2001;103.7623602627;BREKTRACNPR7;;17485
GRUPAMENTO;BRLIPRACNOR7;26/10/2007;28/11/2007;0.001;BRLIPRACNOR7;;15784
BONIFICACAO;BRLIPRACNOR7;29/05/1998;19/06/1998;170.0;BREMAEACNPR1;;15784
BONIFICACAO;BRLIPRACNOR7;29/05/1998;19/06/1998;170.0;BRELPLACNPR6;;15784
RESG TOTAL RV;BRELPLACNOR9;26/11/2019;26/11/2019;100.0;;;14176
GRUPAMENTO;BRELPLACNOR9;26/02/2008;31/03/2008;0.004;BRELPLACNOR9;;14176
GRUPAMENTO;BRELPLACNPA2;26/02/2008;31/03/2008;0.004;BRELPLACNPA2;;14176
GRUPAMENTO;BRELPLACNPB0;26/02/2008;31/03/2008;0.004;BRELPLACNPB0;;14176
CIS RED CAP;BRELPLACNOR9;31/12/1997;30/03/1998;100.0;BREBENACNOR0;;14176
CIS RED CAP;BRELPLACNOR9;31/12/1997;30/03/1998;100.0;BREPTEACNOR7;;14176
CIS RED CAP;BRELPLACNOR9;31/12/1997;30/03/1998;100.0;BREMAEACNOR4;;14176
CIS RED CAP;BRELPLACNOR9;31/12/1997;30/03/1998;100.0;BRELPLACNOR9;;14176
CIS RED CAP;BRELPLACNPR6;31/12/1997;30/03/1998;100.0;BREBENACNPR7;;14176
CIS RED CAP;BRELPLACNPR6;31/12/1997;30/03/1998;100.0;BREPTEACNPR4;;14176
CIS RED CAP;BRELPLACNPR6;31/12/1997;30/03/1998;100.0;BREMAEACNPR1;;14176
CIS RED CAP;BRELPLACNPR6;31/12/1997;30/03/1998;100.0;BRELPLACNPR6;;14176
GRUPAMENTO;BREMAEACNOR4;26/07/2007;31/08/2007;0.001;BREMAEACNOR4;;16993
GRUPAMENTO;BREMAEACNPR1;26/07/2007;31/08/2007;0.001;BREMAEACNPR1;;16993
INCORPORACAO;BREMBRACNOR4;31/03/2006;02/06/2006;100.0;BREMBRACNOR4;;20087
INCORPORACAO;BREMBRACNPR1;31/03/2006;02/06/2006;100.0;BREMBRACNOR4;;20087
BONIFICACAO;BREMBRACNOR4;01/03/2002;01/03/2002;14.2106;BREMBRA01PR2;;20087
BONIFICACAO;BREMBRACNPR1;01/03/2002;01/03/2002;14.2106;BREMBRA01PR2;;20087
GRUPAMENTO;BREMBRACNOR4;30/04/1999;04/06/1999;0.01;BREMBRACNOR4;;20087
GRUPAMENTO;BREMBRACNPA7;30/04/1999;04/06/1999;0.01;BREMBRACNPR1;;20087
GRUPAMENTO;BRECPRACNOR5;11/08/2007;15/08/2007;0.001;BRECPRACNOR5;;16497
GRUPAMENTO;BRECPRACNPR2;11/08/2007;15/08/2007;0.001;BRECPRACNPR2;;16497
DESDOBRAMENTO;BRENGIACNOR0;21/10/2009;21/10/2009;400.0;BRENGIACNOR0;;15253
DESDOBRAMENTO;BRENGIACNPR7;21/10/2009;21/10/2009;400.0;BRENGIACNPR7;;15253
DESDOBRAMENTO;BRENEVACNOR8;11/03/2021;11/03/2021;300.0;BRENEVACNOR8;;21237
GRUPAMENTO;BRENEVACNOR8;07/04/2016;11/05/2016;0.01;BRENEVACNOR8;;21237
BONIFICACAO;BREGIEACNOR9;07/12/2018;11/12/2018;25.0;BREGIEACNOR9;;17329
DESDOBRAMENTO;BREQTLACNOR0;27/11/2019;27/11/2019;400.0;BREQTLACNOR0;;20010
CIS RED CAP;BREQTLACNOR0;29/04/2010;24/08/2010;100.0;BRRDTRACNOR7;;20010
CIS RED CAP;BREQTLACNOR0;29/04/2010;24/08/2010;100.0;BREQTLACNOR0;;20010
GRUPAMENTO;BREQTLACNOR0;12/02/2008;04/04/2008;0.3333333334;BREQTLACNOR0;;20010
GRUPAMENTO;BRETERACNOR3;27/09/2018;26/10/2018;0.16666666667;BRETERACNOR3;;5762
DESDOBRAMENTO;BRETERACNOR3;24/09/2014;25/09/2014;100.0;BRETERACNOR3;;5762
BONIFICACAO;BRETERACNOR3;25/04/2007;25/04/2007;5.0;BRETERACNOR3;;5762
GRUPAMENTO;BREUCAACNOR1;26/07/2007;26/07/2007;0.1;BREUCAACNOR1;;5770
GRUPAMENTO;BREUCAACNPR8;26/07/2007;26/07/2007;0.1;BREUCAACNPR8;;5770
BONIFICACAO;BREUCAACPOR6;01/07/1987;17/07/1987;1900.0;BREUCAACPOR6;;5770
BONIFICACAO;BREUCAACPPR3;01/07/1987;17/07/1987;1900.0;BREUCAACPPR3;;5770
BONIFICACAO;BREUCAACNOR1;01/07/1987;03/07/1987;1900.0;BREUCAACNOR1;;5770
BONIFICACAO;BREUCAACNPR8;01/07/1987;03/07/1987;1900.0;BREUCAACNPR8;;5770
BONIFICACAO;BREZTCACNOR0;26/04/2019;26/04/2019;21.2108114007;BREZTCACNOR0;;20770
GRUPAMENTO;BRVSPTACNOR1;28/04/2017;20/10/2017;3e-07;BRVSPTACNOR1;;15369
GRUPAMENTO;BRVSPTACNPR8;28/04/2017;20/10/2017;3e-07;BRVSPTACNPR8;;15369
BONIFICACAO;BRCRIVACNOR4;28/08/1989;28/08/1989;400.0;BRCRIVACNOR4;;3891
BONIFICACAO;BRCRIVACNPR1;28/08/1989;28/08/1989;400.0;BRCRIVACNPR1;;3891
GRUPAMENTO;BRFNCNACNOR6;28/04/2005;03/06/2005;0.005;BRFNCNACNOR6;;6076
BONIFICACAO;BRFNCNACNOR6;12/04/1988;12/04/1988;200.0;BRFNCNACNOR6;;6076
DESDOBRAMENTO;BRFLRYACNOR5;26/06/2017;26/06/2017;100.0;BRFLRYACNOR5;;21881
BONIFICACAO;BRFRASACNOR0;14/04/2014;14/04/2014;25.0;BRFRASACNOR0;;6211
GRUPAMENTO;BRFRASACNOR0;29/04/2004;29/04/2004;0.001;BRFRASACNOR0;;6211
GRUPAMENTO;BRFRASACNPR7;29/04/2004;29/04/2004;0.001;BRFRASACNPR7;;6211
REST CAP ACOES;BRGFSAACNOR3;24/04/2017;27/04/2017;100.0;BRTENDACNOR4;;16101
GRUPAMENTO;BRGFSAACNOR3;20/02/2017;22/03/2017;0.07416734322;BRGFSAACNOR3;;16101
DESDOBRAMENTO;BRGFSAACNOR3;22/02/2010;22/02/2010;100.0;BRGFSAACNOR3;;16101
GRUPAMENTO;BRGSHPACNOR7;11/12/2019;10/01/2020;0.02777777778;BRGSHPACNOR7;;21008
BONIFICACAO;BRGSHPACNOR7;26/03/2019;26/03/2019;100.0;BRGSHPR01OR2;;21008
BONIFICACAO;BRGGBRACNOR1;30/05/2008;12/06/2008;100.0;BRGGBRACNOR1;;3980
BONIFICACAO;BRGGBRACNPR8;30/05/2008;12/06/2008;100.0;BRGGBRACNPR8;;3980
GRUPAMENTO;BRGGBRACNOR1;30/04/2003;30/04/2003;0.001;BRGGBRACNOR1;;3980
GRUPAMENTO;BRGGBRACNPR8;30/04/2003;30/04/2003;0.001;BRGGBRACNPR8;;3980
RESG TOTAL RV;BRGOLLARNPB6;24/03/2021;04/06/2021;100.0;;;19569
RESG TOTAL RV;BRGOLLARNPC4;24/03/2021;04/06/2021;100.0;;;19569
BONIFICACAO;BRGPIVBDR003;19/03/2010;30/04/2010;4.032485;BRGPIVBDR003;;80020
DESDOBRAMENTO;BRGPIVBDR003;07/04/2008;07/04/2008;300.0;BRGPIVBDR003;;80020
DESDOBRAMENTO;BRCGRAACNOR2;24/09/2008;24/09/2008;400.0;BRCGRAACNOR2;;4537
DESDOBRAMENTO;BRCGRAACNPR9;24/09/2008;24/09/2008;400.0;BRCGRAACNPR9;;4537
GRUPAMENTO;BRCGRAACNOR2;30/04/2004;30/04/2004;0.01;BRCGRAACNOR2;;4537
GRUPAMENTO;BRCGRAACNPR9;30/04/2004;30/04/2004;0.01;BRCGRAACNPR9;;4537
BONIFICACAO;BRCGRAACPOR7;28/11/1985;09/01/1986;400.0;BRCGRAACPOR7;;4537
BONIFICACAO;BRCGRAACPPR4;28/11/1985;09/01/1986;400.0;BRCGRAACPPR4;;4537
BONIFICACAO;BRCGRAACNOR2;28/11/1985;10/12/1985;400.0;BRCGRAACNOR2;;4537
BONIFICACAO;BRCGRAACNPR9;28/11/1985;10/12/1985;400.0;BRCGRAACNPR9;;4537
DESDOBRAMENTO;BRGRNDACNOR3;23/04/2018;30/05/2018;200.0;BRGRNDACNOR3;;19615
DESDOBRAMENTO;BRGUARACNOR4;30/04/2019;30/04/2019;700.0;BRGUARACNOR4;;4669
GRUPAMENTO;BRGUARACNOR4;24/04/1987;29/07/1988;0.001;BRGUARACNOR4;;4669
GRUPAMENTO;BRGUARACNPR1;24/04/1987;29/07/1988;0.001;BRGUARACNPR1;;4669
GRUPAMENTO;BRGUARACPOR9;24/04/1987;29/07/1988;0.001;BRGUARACPOR9;;4669
GRUPAMENTO;BRGUARACPPR6;24/04/1987;29/07/1988;0.001;BRGUARACPPR6;;4669
BONIFICACAO;BRGUARACPOR9;11/04/1986;02/07/1986;100.0;BRGUARACPPR6;;4669
GRUPAMENTO;BRHAGAACNOR7;30/04/2009;17/06/2009;0.01;BRHAGAACNOR7;;13366
GRUPAMENTO;BRHAGAACNPR4;30/04/2009;17/06/2009;0.01;BRHAGAACNPR4;;13366
DESDOBRAMENTO;BRHAPVACNOR4;19/11/2020;24/11/2020;400.0;BRHAPVACNOR4;;24392
GRUPAMENTO;BRHBORACNOR3;10/07/2020;12/08/2020;0.2;BRHBORACNOR3;;20877
BONIFICACAO;BRHBORACNOR3;19/04/2013;19/04/2013;30.0;BRHBORACNOR3;;20877
DESDOBRAMENTO;BRHBORACNOR3;16/04/2012;20/04/2012;200.0;BRHBORACNOR3;;20877
GRUPAMENTO;BRHETAACNOR2;28/08/2015;09/10/2015;0.03333333334;BRHETAACNOR2;;6629
GRUPAMENTO;BRHETAACNPR9;28/08/2015;09/10/2015;0.03333333334;BRHETAACNPR9;;6629
BONIFICACAO;BRHETAACNOR2;13/07/1992;13/07/1992;9900.0;BRHETAACNOR2;;6629
BONIFICACAO;BRHETAACNPR9;13/07/1992;13/07/1992;9900.0;BRHETAACNPR9;;6629
DESDOBRAMENTO;BRMATDACNOR4;19/03/2021;08/04/2021;150.0;BRMATDACNOR4;;25690
GRUPAMENTO;BRHOOTACNOR2;12/08/2015;12/08/2015;0.1;BRHOOTACNOR2;;6700
GRUPAMENTO;BRHOOTACNPR9;12/08/2015;12/08/2015;0.1;BRHOOTACNPR9;;6700
BONIFICACAO;BRHOOTACEOR1;29/04/1987;28/05/1987;37900.0;BRHOOTACEOR1;;6700
BONIFICACAO;BRHOOTACPPR4;29/04/1987;28/05/1987;37900.0;BRHOOTACPPR4;;6700
BONIFICACAO;BRHOOTACNOR2;29/04/1987;18/05/1987;37900.0;BRHOOTACNOR2;;6700
BONIFICACAO;BRHOOTACNPR9;29/04/1987;18/05/1987;37900.0;BRHOOTACNPR9;;6700
DESDOBRAMENTO;BRGRAOACNOR7;15/07/2021;28/07/2021;7900.0;BRGRAOACNOR7;;25933
DESDOBRAMENTO;BRHYPEACNOR0;30/12/2009;30/12/2009;100.0;BRHYPEACNOR0;;21431
DESDOBRAMENTO;BRIGBRACNOR7;21/10/2021;19/11/2021;9900.0;BRIGBRACNOR7;;6815
GRUPAMENTO;BRIGBRACNOR7;21/10/2021;19/11/2021;0.001;BRIGBRACNOR7;;6815
BONIFICACAO;BRIGBRACNOR7;28/04/1989;28/04/1989;900.0;BRIGBRACNOR7;;6815
BONIFICACAO;BRIGBRACNPR4;28/04/1989;28/04/1989;900.0;BRIGBRACNPR4;;6815
INCORPORACAO;BRIGTAACNOR5;01/10/2021;19/11/2021;15.964;BRJPSACDAM13;;20494
DESDOBRAMENTO;BRIGTAACNOR5;17/10/2012;17/10/2012;100.0;BRIGTAACNOR5;;20494
DESDOBRAMENTO;BRIGTIACNOR8;20/12/2021;23/12/2021;900.0;BRIGTIACNOR8;;8672
DESDOBRAMENTO;BRIGTIACNPR5;20/12/2021;23/12/2021;900.0;BRIGTIACNPR5;;8672
DESDOBRAMENTO;BRIGTICDAM16;20/12/2021;23/12/2021;900.0;BRIGTICDAM16;;8672
DESDOBRAMENTO;BRINEPACNOR1;21/07/2021;21/07/2021;1900.0;BRINEPACNOR1;;7595
DESDOBRAMENTO;BRINEPACNPR8;21/07/2021;21/07/2021;1900.0;BRINEPACNPR8;;7595
GRUPAMENTO;BRINEPACNOR1;29/04/2016;02/06/2016;0.05;BRINEPACNOR1;;7595
GRUPAMENTO;BRINEPACNPR8;29/04/2016;02/06/2016;0.05;BRINEPACNPR8;;7595
BONIFICACAO;BRINEPACNOR1;09/04/1999;09/04/1999;0.003225806;BRIENGACNPA3;;7595
BONIFICACAO;BRINEPACNOR1;09/04/1999;09/04/1999;0.004;BRINFMACNPR2;;7595
BONIFICACAO;BRINEPACNPR8;09/04/1999;09/04/1999;0.003225806;BRIENGACNPA3;;7595
BONIFICACAO;BRINEPACNPR8;09/04/1999;09/04/1999;0.004;BRINFMACNPR2;;7595
BONIFICACAO;BRINNTACNOR4;29/04/2019;10/05/2019;150.0;BRINNTACNOR4;;24279
BONIFICACAO;BRFIGEACNOR6;24/04/2001;24/04/2001;79.0;BRFIGEACNPR3;;6041
BONIFICACAO;BRFIGEACNPR3;24/04/2001;24/04/2001;79.0;BRFIGEACNPR3;;6041
