Proventos;Código ISIN;Deliberado em;Negócios com até;% / Fator de Grupamento;Ativo Emitido;Observações;cvmCode
BONIFICACAO;BRSNSYACPPA0;30/01/1990;06/02/1990;1900.0;BRSNSYACPPA0;;12696
GRUPAMENTO;BRSCARACNOR7;19/06/2006;22/08/2006;0.001;BRSCARACNOR7;;13781
CIS RED CAP;BRSCARACNOR7;26/05/2006;04/07/2006;100.0;BRNXVLACNOR3;;13781
CIS RED CAP;BRSCARACNOR7;26/05/2006;04/07/2006;100.0;BRSCARACNOR7;;13781
CIS RED CAP;BRSCARACNPR4;26/05/2006;04/07/2006;100.0;BRNXVLACNPR0;;13781
CIS RED CAP;BRSCARACNPR4;26/05/2006;04/07/2006;100.0;BRSCARACNPR4;;13781
DESDOBRAMENTO;BRSMTOACNOR3;09/12/2016;09/12/2016;200.0;BRSMTOACNOR3;;20516
RESG TOTAL RV;BRAHEBR02PA6;23/04/2019;23/04/2019;100.0;;;9415
RESG TOTAL RV;BRAHEBR02PB4;23/04/2019;23/04/2019;100.0;;;9415
RESG TOTAL RV;BRAHEBR05OR6;23/04/2019;23/04/2019;100.0;;;9415
GRUPAMENTO;BRSLEDACNOR0;22/11/2021;22/12/2021;0.02857142857;BRSLEDACNOR0;;10472
GRUPAMENTO;BRSLEDACNPR7;22/11/2021;22/12/2021;0.02857142857;BRSLEDACNPR7;;10472
BONIFICACAO;BRSLEDACNOR0;06/01/2006;06/01/2006;10.0;BRSLEDACNPR7;;10472
BONIFICACAO;BRSLEDACNPR7;06/01/2006;06/01/2006;10.0;BRSLEDACNPR7;;10472
DESDOBRAMENTO;BRSLEDACNOR0;02/12/1996;02/12/1996;37400.0;BRSLEDACNOR0;;10472
DESDOBRAMENTO;BRSLEDACNPR7;02/12/1996;02/12/1996;37400.0;BRSLEDACNPR7;;10472
BONIFICACAO;BRSHULACNOR7;13/04/2022;13/04/2022;100.0;BRSHULACNOR7;;14664
BONIFICACAO;BRSHULACNPR4;13/04/2022;13/04/2022;100.0;BRSHULACNPR4;;14664
DESDOBRAMENTO;BRSHULACNOR7;02/12/2010;02/12/2010;400.0;BRSHULACNOR7;;14664
DESDOBRAMENTO;BRSHULACNPR4;02/12/2010;02/12/2010;400.0;BRSHULACNPR4;;14664
GRUPAMENTO;BRSHULACNOR7;25/04/2007;25/04/2007;0.01;BRSHULACNOR7;;14664
GRUPAMENTO;BRSHULACNPR4;25/04/2007;25/04/2007;0.01;BRSHULACNPR4;;14664
DESDOBRAMENTO;BRASAIACNOR0;11/08/2021;11/08/2021;400.0;BRASAIACNOR0;;25372
GRUPAMENTO;BRAPTIACNOR6;29/04/2016;23/06/2016;0.1;BRAPTIACNOR6;;12823
GRUPAMENTO;BRAPTIACNPR3;29/04/2016;23/06/2016;0.1;BRAPTIACNPR3;;12823
DESDOBRAMENTO;BRSIMHACNOR0;10/08/2021;10/08/2021;300.0;BRSIMHACNOR0;;25003
DESDOBRAMENTO;BRSQIAACNOR6;12/09/2019;30/09/2019;300.0;BRSQIAACNOR6;;22799
BONIFICACAO;BRSLCEACNOR2;30/12/2021;30/12/2021;10.0;BRSLCEACNOR2;;20745
DESDOBRAMENTO;BRSLCEACNOR2;30/04/2019;30/04/2019;100.0;BRSLCEACNOR2;;20745
GRUPAMENTO;BRSONDACNOR5;27/04/2007;27/04/2007;0.0002;BRSONDACNOR5;;10880
GRUPAMENTO;BRSONDACNPA8;27/04/2007;27/04/2007;0.0002;BRSONDACNPA8;;10880
GRUPAMENTO;BRSONDACNPB6;27/04/2007;27/04/2007;0.0002;BRSONDACNPB6;;10880
BONIFICACAO;BRSONDACNOR5;29/04/1997;29/04/1997;5.99621;BRSONDACNOR5;;10880
DESDOBRAMENTO;BRSONDACNOR5;29/04/1997;29/04/1997;100.0;BRSONDACNOR5;;10880
BONIFICACAO;BRSONDACNPA8;29/04/1997;29/04/1997;5.99621;BRSONDACNPA8;;10880
DESDOBRAMENTO;BRSONDACNPA8;29/04/1997;29/04/1997;100.0;BRSONDACNPA8;;10880
BONIFICACAO;BRSONDACNPB6;29/04/1997;29/04/1997;5.99621;BRSONDACNPB6;;10880
DESDOBRAMENTO;BRSONDACNPB6;29/04/1997;29/04/1997;100.0;BRSONDACNPB6;;10880
GRUPAMENTO;BRSGPSACNOR4;21/10/2015;21/10/2015;0.25;BRSGPSACNOR4;;20966
BONIFICACAO;BRSULAACNOR2;29/03/2021;29/03/2021;6.04575212;BRSULAACNOR2;;21121
BONIFICACAO;BRSULAACNPR9;29/03/2021;29/03/2021;6.04575212;BRSULAACNPR9;;21121
BONIFICACAO;BRSULACDAM12;29/03/2021;29/03/2021;6.04575212;BRSULACDAM12;;21121
DESDOBRAMENTO;BRSULAACNOR2;28/07/2010;28/07/2010;200.0;BRSULAACNOR2;;21121
DESDOBRAMENTO;BRSULAACNPR9;28/07/2010;28/07/2010;200.0;BRSULAACNPR9;;21121
DESDOBRAMENTO;BRSULACDAM12;28/07/2010;28/07/2010;200.0;BRSULACDAM12;;21121
BONIFICACAO;BRNEMOACNOR6;26/09/2007;26/11/2007;88.25751;BRSZPQACNOR8;;9067
BONIFICACAO;BRNEMOACNOR6;26/09/2007;26/11/2007;8.472483;BRSZPQACNPR5;;9067
BONIFICACAO;BRNEMOACNPR3;26/09/2007;26/11/2007;88.25751;BRSZPQACNOR8;;9067
BONIFICACAO;BRNEMOACNPR3;26/09/2007;26/11/2007;8.472483;BRSZPQACNPR5;;9067
GRUPAMENTO;BRNEMOACNOR6;12/03/1987;17/05/1988;1.0;BRNEMOACNOR6;;9067
GRUPAMENTO;BRNEMOACNPR3;12/03/1987;17/05/1988;1.0;BRNEMOACNPR3;;9067
GRUPAMENTO;BRNEMOACPOR1;12/03/1987;17/05/1988;0.001;BRNEMOACPOR1;;9067
GRUPAMENTO;BRNEMOACPPR8;12/03/1987;17/05/1988;0.001;BRNEMOACPPR8;;9067
BONIFICACAO;BRSUZBACNOR0;30/04/2010;30/04/2010;25.0;BRSUZBACNOR0;;13986
BONIFICACAO;BRSUZBACNPA3;30/04/2010;30/04/2010;25.0;BRSUZBACNPA3;;13986
BONIFICACAO;BRSUZBACNPB1;30/04/2010;30/04/2010;25.0;BRSUZBACNPB1;;13986
GRUPAMENTO;BRTCSAACNOR3;05/05/2020;04/06/2020;0.1;BRTCSAACNOR3;;20435
GRUPAMENTO;BRTCNOACNOR5;20/04/2016;20/04/2016;0.06666666667;BRTCNOACNOR5;;11207
GRUPAMENTO;BRTCNOACNPR2;20/04/2016;20/04/2016;0.06666666667;BRTCNOACNPR2;;11207
DESDOBRAMENTO;BRTCNOACNOR5;28/04/2008;28/04/2008;9900.0;BRTCNOACNOR5;;11207
DESDOBRAMENTO;BRTCNOACNPR2;28/04/2008;28/04/2008;9900.0;BRTCNOACNPR2;;11207
BONIFICACAO;BRTCNOACNOR5;29/04/1992;29/04/1992;300.0;BRTCNOACNOR5;;11207
BONIFICACAO;BRTCNOACNPR2;29/04/1992;29/04/1992;300.0;BRTCNOACNPR2;;11207
GRUPAMENTO;BRTEKAACNOR6;10/12/2015;26/01/2016;0.01;BRTEKAACNOR6;;11223
GRUPAMENTO;BRTEKAACNPR3;10/12/2015;26/01/2016;0.01;BRTEKAACNPR3;;11223
BONIFICACAO;BRTEKAA0POR9;21/04/1988;03/05/1988;60.0;BRTEKAA0POR9;;11223
BONIFICACAO;BRTEKAA0PPR6;21/04/1988;03/05/1988;60.0;BRTEKAA0PPR6;;11223
BONIFICACAO;BRTEKAACPOR1;21/04/1988;03/05/1988;60.0;BRTEKAACPOR1;;11223
BONIFICACAO;BRTEKAACPPR8;21/04/1988;03/05/1988;60.0;BRTEKAACPPR8;;11223
BONIFICACAO;BRTKNOACNOR8;29/04/2014;29/04/2014;3.167639671;BRTKNOACNOR8;;11231
BONIFICACAO;BRTKNOACNPR5;29/04/2014;29/04/2014;3.167639671;BRTKNOACNPR5;;11231
GRUPAMENTO;BRTKNOACNOR8;26/04/2007;04/06/2007;0.01;BRTKNOACNOR8;;11231
GRUPAMENTO;BRTKNOACNPR5;26/04/2007;04/06/2007;0.01;BRTKNOACNPR5;;11231
GRUPAMENTO;BRTELBACNOR2;02/03/2016;01/04/2016;0.1;BRTELBACNOR2;;11258
GRUPAMENTO;BRTELBACNPR9;02/03/2016;01/04/2016;0.1;BRTELBACNPR9;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTMCPACNOR4;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTSPPACNOR3;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTLPPACNOR8;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTELBACNOR2;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BREBTPACNOR3;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTCSLACNOR0;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTCOCACNOR8;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTCSPACNOR1;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTLCPACNOR6;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTNEPACNOR8;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTNCPACNOR2;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTNLPACNOR3;;11258
CIS RED CAP;BRTELBACNOR2;22/05/1998;18/09/1998;100.0;BRTSEPACNOR7;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTMCPACNPR1;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTSPPACNPR0;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTLPPACNPR5;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTELBACNPR9;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BREBTPACNPR0;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTCSLACNPR7;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTCOCACNPR5;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTCSPACNPR8;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTLCPACNPR3;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTNEPACNPR5;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTNCPACNPR9;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTNLPACNPR0;;11258
CIS RED CAP;BRTELBACNPR9;22/05/1998;18/09/1998;100.0;BRTSEPACNPR4;;11258
BONIFICACAO;BRTELBACPOR7;23/03/1990;11/06/1990;100.0;BRTELBACNOR2;;11258
BONIFICACAO;BRTELBACPPR4;23/03/1990;11/06/1990;100.0;BRTELBACNPR9;;11258
GRUPAMENTO;BRTXRXACNOR3;29/04/2016;29/04/2016;0.1;BRTXRXACNOR3;;7544
GRUPAMENTO;BRTXRXACNPR0;29/04/2016;29/04/2016;0.1;BRTXRXACNPR0;;7544
BONIFICACAO;BRTXRXACNOR3;28/04/1994;28/04/1994;600.0;BRTXRXACNOR3;;7544
BONIFICACAO;BRTXRXACNPR0;28/04/1994;28/04/1994;600.0;BRTXRXACNPR0;;7544
DESDOBRAMENTO;BRTOTSACNOR8;27/04/2020;30/04/2020;200.0;BRTOTSACNOR8;;19992
DESDOBRAMENTO;BRTAEEACNOR9;04/12/2012;04/12/2012;200.0;BRTAEEACNOR9;;20257
DESDOBRAMENTO;BRTAEEACNPR6;04/12/2012;04/12/2012;200.0;BRTAEEACNPR6;;20257
DESDOBRAMENTO;BRTAEECDAM10;04/12/2012;04/12/2012;200.0;BRTAEECDAM10;;20257
BONIFICACAO;BRLUXMACNOR7;28/04/2017;28/04/2017;50.0;BRLUXMACNOR7;;8192
BONIFICACAO;BRLUXMACNPR4;28/04/2017;28/04/2017;50.0;BRLUXMACNPR4;;8192
DESDOBRAMENTO;BRLUXMACNOR7;16/10/2012;21/11/2012;9900.0;BRLUXMACNOR7;;8192
DESDOBRAMENTO;BRLUXMACNPR4;16/10/2012;21/11/2012;9900.0;BRLUXMACNPR4;;8192
GRUPAMENTO;BRLUXMACNOR7;16/10/2012;21/11/2012;0.01;BRLUXMACNOR7;;8192
GRUPAMENTO;BRLUXMACNPR4;16/10/2012;21/11/2012;0.01;BRLUXMACNPR4;;8192
DESDOBRAMENTO;BRTRISACNOR4;26/04/2018;27/04/2018;100.0;BRTRISACNOR4;;21130
BONIFICACAO;BRTRISACNOR4;26/04/2010;26/04/2010;7.692307692;BRTRISACNOR4;;21130
BONIFICACAO;BRCRPGACNOR0;29/04/2019;29/04/2019;25.0;BRCRPGACNOR0;;11398
BONIFICACAO;BRCRPGACNPA3;29/04/2019;29/04/2019;25.0;BRCRPGACNPA3;;11398
BONIFICACAO;BRCRPGACNPB1;29/04/2019;29/04/2019;25.0;BRCRPGACNPB1;;11398
DESDOBRAMENTO;BRTUPYACNOR1;08/02/2013;08/02/2013;100.0;BRTUPYACNOR1;;6343
GRUPAMENTO;BRTUPYACNOR1;27/04/2010;19/07/2010;0.001;BRTUPYACNOR1;;6343
GRUPAMENTO;BRTUPYACNPR8;27/04/2010;19/07/2010;0.001;BRTUPYACNPR8;;6343
BONIFICACAO;BRTUPYACNOR1;28/04/1988;28/04/1988;200.0;BRTUPYACNOR1;;6343
BONIFICACAO;BRTUPYACNPR8;28/04/1988;28/04/1988;200.0;BRTUPYACNPR8;;6343
DESDOBRAMENTO;BRUGPAACNOR8;10/04/2019;17/04/2019;100.0;BRUGPAACNOR8;;18465
GRUPAMENTO;BRUGPAACNOR8;20/07/2005;22/08/2005;0.001;BRUGPAACNOR8;;18465
GRUPAMENTO;BRUGPAACNPR5;20/07/2005;22/08/2005;0.001;BRUGPAACNPR5;;18465
BONIFICACAO;BRUGPAACNOR8;02/02/2005;10/02/2005;15.0;BRUGPAACNPR5;;18465
BONIFICACAO;BRUGPAACNPR5;02/02/2005;10/02/2005;15.0;BRUGPAACNPR5;;18465
BONIFICACAO;BRUNIPACNOR7;20/04/2022;20/04/2022;10.0;BRUNIPACNOR7;;11592
BONIFICACAO;BRUNIPACNPA0;20/04/2022;20/04/2022;10.0;BRUNIPACNPA0;;11592
BONIFICACAO;BRUNIPACNPB8;20/04/2022;20/04/2022;10.0;BRUNIPACNPB8;;11592
GRUPAMENTO;BRUNIPACNOR7;27/11/2014;09/01/2015;0.1;BRUNIPACNOR7;;11592
GRUPAMENTO;BRUNIPACNPA0;27/11/2014;09/01/2015;0.1;BRUNIPACNPA0;;11592
GRUPAMENTO;BRUNIPACNPB8;27/11/2014;09/01/2015;0.1;BRUNIPACNPB8;;11592
DESDOBRAMENTO;BRUSIMACNOR3;27/09/2010;27/09/2010;100.0;BRUSIMACNOR3;;14320
DESDOBRAMENTO;BRUSIMACNPA6;27/09/2010;27/09/2010;100.0;BRUSIMACNPA6;;14320
DESDOBRAMENTO;BRUSIMACNPB4;27/09/2010;27/09/2010;100.0;BRUSIMACNPB4;;14320
BONIFICACAO;BRUSIMACNOR3;29/04/2008;29/04/2008;50.0;BRUSIMACNOR3;;14320
BONIFICACAO;BRUSIMACNPA6;29/04/2008;29/04/2008;50.0;BRUSIMACNPA6;;14320
BONIFICACAO;BRUSIMACNPB4;29/04/2008;29/04/2008;50.0;BRUSIMACNPB4;;14320
GRUPAMENTO;BRUSIMA01OR4;29/01/1999;01/02/1999;0.005;BRUSIMA01OR4;;14320
GRUPAMENTO;BRUSIMACNPB4;29/01/1999;01/02/1999;0.005;BRUSIMACNPB4;;14320
DESDOBRAMENTO;BRVALEACNOR0;31/08/2007;31/08/2007;100.0;BRVALEACNOR0;;4170
DESDOBRAMENTO;BRVALEACNPA3;31/08/2007;31/08/2007;100.0;BRVALEACNPA3;;4170
BONIFICACAO;BRVALEACNOR0;18/04/1997;18/04/1997;100.0;BRVALEACNPB1;;4170
BONIFICACAO;BRVALEACNPR7;18/04/1997;18/04/1997;100.0;BRVALEACNPB1;;4170
GRUPAMENTO;BRVALEACNOR0;10/04/1996;10/04/1996;0.1;BRVALEACNOR0;;4170
GRUPAMENTO;BRVALEACNPR7;10/04/1996;10/04/1996;0.1;BRVALEACNPR7;;4170
BONIFICACAO;BRVLIDACNOR5;15/05/2017;15/05/2017;10.0;BRVLIDACNOR5;;20028
DESDOBRAMENTO;BRVAMOACNOR7;13/08/2021;13/08/2021;300.0;BRVAMOACNOR7;;24716
GRUPAMENTO;BRVIVRACNOR4;12/04/2019;12/04/2019;0.1;BRVIVRACNOR4;;20702
GRUPAMENTO;BRVULCACNOR2;16/03/2016;16/03/2016;0.25;BRVULCACNOR2;;11762
DESDOBRAMENTO;BRVULCACNOR2;05/01/2011;05/01/2011;300.0;BRVULCACNOR2;;11762
BONIFICACAO;BRVULCACNOR2;27/02/1986;27/02/1986;200.0;BRVULCACNOR2;;11762
BONIFICACAO;BRVULCACNPR9;27/02/1986;27/02/1986;200.0;BRVULCACNPR9;;11762
DESDOBRAMENTO;BRWEGEACNOR0;27/04/2021;27/04/2021;100.0;BRWEGEACNOR0;;5410
BONIFICACAO;BRWEGEACNOR0;24/04/2018;24/04/2018;30.0;BRWEGEACNOR0;;5410
GRUPAMENTO;BRMWETACNOR6;10/09/2015;10/09/2015;0.1;BRMWETACNOR6;;11991
GRUPAMENTO;BRMWETACNPR3;10/09/2015;10/09/2015;0.1;BRMWETACNPR3;;11991
DESDOBRAMENTO;BRMWETACNOR6;29/04/2011;29/04/2011;300.0;BRMWETACNOR6;;11991
DESDOBRAMENTO;BRMWETACNPR3;29/04/2011;29/04/2011;300.0;BRMWETACNPR3;;11991
BONIFICACAO;BRMWETACPOR1;13/09/1985;24/10/1985;500.0;BRMWETACPOR1;;11991
BONIFICACAO;BRMWETACPPR8;13/09/1985;24/10/1985;500.0;BRMWETACPPR8;;11991
DESDOBRAMENTO;BRPORTACNOR8;26/04/2022;13/05/2022;500.0;BRPORTACNOR8;;26247
CIS RED CAP;BRABTTBDR007;03/12/2012;28/12/2012;100.0;BRABTTBDR007;;50512
CIS RED CAP;BRABTTBDR007;03/12/2012;28/12/2012;100.0;BRABBVBDR001;;50512
RESG TOTAL RV;BRABBVBDR001;31/01/2013;31/01/2013;100.0;;;51071
DESDOBRAMENTO;BRADBEBDR003;28/10/2020;28/10/2020;900.0;BRADBEBDR003;;51519
DESDOBRAMENTO;BRA1APBDR001;21/10/2020;21/10/2020;300.0;BRA1APBDR001;;54380
DESDOBRAMENTO;BRA1KABDR002;28/10/2020;28/10/2020;500.0;BRA1KABDR002;;53554
DESDOBRAMENTO;BRBABABDR005;21/10/2020;21/10/2020;2700.0;BRBABABDR005;;52280
DESDOBRAMENTO;BRGOGLBDR001;21/10/2020;21/10/2020;500.0;BRGOGLBDR001;;51268
DESDOBRAMENTO;BRGOGLBDR019;21/10/2020;21/10/2020;500.0;BRGOGLBDR019;;51268
DESDOBRAMENTO;BRAMZOBDR002;25/05/2022;25/05/2022;1900.0;BRAMZOBDR002;;50202
DESDOBRAMENTO;BRAXPBBDR007;26/01/2021;26/01/2021;900.0;BRAXPBBDR007;;50300
DESDOBRAMENTO;BRAMGNBDR004;28/10/2020;28/10/2020;2700.0;BRAMGNBDR004;;50482
DESDOBRAMENTO;BRA1PHBDR006;27/01/2021;04/03/2021;100.0;BRA1PHBDR006;;53600
DESDOBRAMENTO;BRABUDBDR009;28/10/2020;28/10/2020;500.0;BRABUDBDR009;;52620
CIS RED CAP;BRA1IVBDR002;16/12/2020;16/12/2020;100.0;BRA1IVBDR002;;54453
CIS RED CAP;BRA1IVBDR002;16/12/2020;16/12/2020;100.0;BRAIMCBDR003;;54453
GRUPAMENTO;BRA1IVBDR002;04/12/2020;04/12/2020;0.807617448;BRA1IVBDR002;;54453
DESDOBRAMENTO;BRAAPLBDR004;28/08/2020;28/08/2020;300.0;BRAAPLBDR004;;50024
GRUPAMENTO;BRARMTBDR008;11/05/2017;19/05/2017;0.33333333334;BRARMTBDR008;;50083
CIS RED CAP;BRARMTBDR008;25/01/2011;24/01/2011;100.0;BRARMTBDR008;;50083
CIS RED CAP;BRARMTBDR008;25/01/2011;24/01/2011;2.5;BRAPRMBDR006;;50083
DESDOBRAMENTO;BRA1NEBDR008;17/11/2021;17/11/2021;300.0;BRA1NEBDR008;;54461
CIS RED CAP;BRATTBBDR007;05/04/2022;05/04/2022;100.0;BRATTBBDR007;;50318
CIS RED CAP;BRATTBBDR007;05/04/2022;05/04/2022;8.0639;BRW1TZBDR004;;50318
DESDOBRAMENTO;BRATTBBDR007;26/01/2021;26/01/2021;200.0;BRATTBBDR007;;50318
DESDOBRAMENTO;BRAURABDR001;05/08/2020;25/08/2020;1400.0;BRAURABDR001;;80187
DESDOBRAMENTO;BRBOACBDR004;28/10/2020;28/10/2020;300.0;BRBOACBDR004;;50059
CIS RED CAP;BRB1DXBDR008;01/02/2022;31/03/2022;100.0;BRB1DXBDR008;;54488
CIS RED CAP;BRB1DXBDR008;01/02/2022;31/03/2022;4.0;BRE1BXBDR009;;54488
DESDOBRAMENTO;BRBERKBDR002;26/01/2021;26/01/2021;1900.0;BRBERKBDR002;;50717
CIS RED CAP;BRBIIBBDR001;20/12/2016;11/01/2017;8.33333;BRBIVVBDR002;;51241
CIS RED CAP;BRBIIBBDR001;20/12/2016;11/01/2017;100.0;BRBIIBBDR001;;51241
DESDOBRAMENTO;BRBKNGBDR006;28/10/2020;28/10/2020;600.0;BRBKNGBDR006;;51578
CIS RED CAP;BRA1LLBDR007;13/05/2021;05/11/2021;100.0;BRA1LLBDR007;;54410
CIS RED CAP;BRA1LLBDR007;13/05/2021;05/11/2021;10.0;BRL1VIBDR009;;54410
DESDOBRAMENTO;BRAVGOBDR003;21/10/2020;21/10/2020;600.0;BRAVGOBDR003;;51586
CIS RED CAP;BRB1AMBDR007;08/06/2021;25/06/2021;100.0;BRB1AMBDR007;;56014
CIS RED CAP;BRB1AMBDR007;08/06/2021;25/06/2021;0.1724137;BRB2AMBDR005;;56014
DESDOBRAMENTO;BRCPRLBDR004;21/04/2021;13/05/2021;400.0;BRCPRLBDR004;;51608
DESDOBRAMENTO;BRCATPBDR003;08/02/2021;08/02/2021;1500.0;BRCATPBDR003;;50210
RESG TOTAL RV;BRC1ERBDR007;13/06/2022;15/06/2022;100.0;;;53694
DESDOBRAMENTO;BRCHCMBDR001;21/10/2020;21/10/2020;1100.0;BRCHCMBDR001;;51640
DESDOBRAMENTO;BRCHVXBDR008;25/01/2021;08/02/2021;400.0;BRCHVXBDR008;;50237
DESDOBRAMENTO;BRCSCOBDR004;28/10/2020;28/10/2020;400.0;BRCSCOBDR004;;50121
DESDOBRAMENTO;BRCTGPBDR000;28/10/2020;28/10/2020;500.0;BRCTGPBDR000;;50105
GRUPAMENTO;BRCTGPBDR000;21/03/2011;03/05/2011;0.5;BRCTGPBDR000;;50105
DESDOBRAMENTO;BRCOLGBDR000;25/01/2021;08/02/2021;600.0;BRCOLGBDR000;;50245
DESDOBRAMENTO;BRCMCSBDR008;21/10/2020;21/10/2020;400.0;BRCMCSBDR008;;50490
CIS RED CAP;BRCOPHBDR009;04/04/2012;30/04/2012;12.5;BRPHLLBDR006;;50520
CIS RED CAP;BRCOPHBDR009;04/04/2012;30/04/2012;100.0;BRCOPHBDR009;;50520
DESDOBRAMENTO;BRC1GPBDR006;07/06/2021;25/06/2021;900.0;BRC1GPBDR006;;56065
DESDOBRAMENTO;BRCOWCBDR006;21/10/2020;21/10/2020;900.0;BRCOWCBDR006;;51101
DESDOBRAMENTO;BRCSXCBDR005;28/06/2021;28/06/2021;200.0;BRCSXCBDR005;;51713
CIS RED CAP;BRDHERBDR004;03/12/2015;04/07/2016;100.0;BRFTVEBDR006;;51020
CIS RED CAP;BRDHERBDR004;03/12/2016;04/07/2016;100.0;BRDHERBDR004;;51020
CIS RED CAP;BRD1ELBDR009;20/10/2021;01/11/2021;100.0;BRD1ELBDR009;;52906
CIS RED CAP;BRD1ELBDR009;20/10/2021;01/11/2021;44.0626;BRV3MWBDR003;;52906
DESDOBRAMENTO;BRD1EXBDR004;30/03/2022;10/06/2022;300.0;BRD1EXBDR004;;56090
CIS RED CAP;BRD1TEBDR002;30/06/2021;30/06/2021;100.0;BRD1TEBDR002;;55433
CIS RED CAP;BRD1TEBDR002;30/06/2021;30/06/2021;12.5;BRD3TEBDR008;;55433
CIS RED CAP;BREBAYBDR009;02/07/2015;08/07/2015;50.0;BRPYPLBDR002;;50547
CIS RED CAP;BREBAYBDR009;02/07/2015;08/07/2015;100.0;BREBAYBDR009;;50547
DESDOBRAMENTO;BRE1WLBDR000;21/05/2020;29/05/2020;200.0;BRE1WLBDR000;;54615
DESDOBRAMENTO;BREQIXBDR002;21/10/2020;21/10/2020;1500.0;BREQIXBDR002;;51802
CIS RED CAP;BRE1XCBDR007;20/01/2022;01/02/2022;100.0;BRE1XCBDR007;;52990
CIS RED CAP;BRE1XCBDR007;20/01/2022;01/02/2022;33.3333333;BRC1ECBDR009;;52990
DESDOBRAMENTO;BRFASLBDR007;28/05/2019;28/05/2019;100.0;BRFASLBDR007;;51837
DESDOBRAMENTO;BRF1NIBDR004;28/10/2020;28/10/2020;300.0;BRF1NIBDR004;;53007
CIS RED CAP;BRF1TVBDR004;08/10/2020;08/10/2020;100.0;BRF1TVBDR004;;53821
CIS RED CAP;BRF1TVBDR004;08/10/2020;08/10/2020;20.0;BRV1TEBDR000;;53821
DESDOBRAMENTO;BRFCXOBDR007;09/12/2010;01/02/2011;100.0;BRFCXOBDR007;;50180
GRUPAMENTO;BRGEOOBDR000;29/06/2021;30/07/2021;0.125;BRGEOOBDR000;;50172
CIS RED CAP;BRGEOOBDR000;04/02/2019;11/02/2019;0.5403;BRWABTBDR001;;50172
CIS RED CAP;BRGEOOBDR000;04/02/2019;11/02/2019;100.0;BRGEOOBDR000;;50172
DESDOBRAMENTO;BRGMCOBDR008;28/10/2020;28/10/2020;300.0;BRGMCOBDR008;;51306
BONIFICACAO;BRGPRKBDR007;10/02/2020;19/02/2020;0.4;BRGPRKBDR007;;51861
BONIFICACAO;BRGPIVBDR003;19/03/2010;30/04/2010;4.032485;BRGPIVBDR003;;80020
DESDOBRAMENTO;BRGPIVBDR003;07/04/2008;07/04/2008;300.0;BRGPIVBDR003;;80020
CIS RED CAP;BRHPQBBDR006;01/10/2015;21/10/2015;100.0;BRHPEWBDR008;;50695
CIS RED CAP;BRHPQBBDR006;01/10/2015;21/10/2015;100.0;BRHPQBBDR006;;50695
CIS RED CAP;BRHONBBDR006;02/10/2018;16/10/2018;16.66666666667;BRREZIBDR005;;50679
CIS RED CAP;BRHONBBDR006;02/10/2018;16/10/2018;100.0;BRHONBBDR006;;50679
CIS RED CAP;BRARNCBDR002;06/02/2020;30/03/2020;25.0;BRA1COBDR000;;51420
CIS RED CAP;BRARNCBDR002;06/02/2020;30/03/2020;100.0;BRARNCBDR002;;51420
CIS RED CAP;BRI1ACBDR001;21/05/2021;25/05/2021;100.0;BRI1ACBDR001;;56154
CIS RED CAP;BRI1ACBDR001;21/05/2021;25/05/2021;8.1175;BRV1MEBDR005;;56154
